,number,sentences
3997,sg,ಸಾಮಾನ್ಯವಾಗಿ ದಾಸ್ತಾನು ವಿಭಾಗವು ಉತ್ಪಾದನೆ ವಿಭಾಗಕ್ಕೆ ಹತ್ತಿರ ಇರುವ ಅಥವಾ ಉತ್ಪಾದನೆ ವಿಭಾಗಕ್ಕೆ ಪದಾರ್ಥವನ್ನು ರವಾನಿಸಲು ಅನುಕೂಲ ಇರುವಂತಿರುವ ಸ್ಥಳದಲ್ಲಿ ಇರುತ್ತದೆ .
3998,,ಇದರಿಂದ ಪದಾರ್ಥ ರವಾನೆಯಿಂದ ಉಂಟಾಗುವ ವೆಚ್ಚ ಮತ್ತು ಸಮಯ ಹಾಳಾಗುವಿಕೆಯನ್ನು ತಡೆಗಟ್ಟಬಹುದು .
3999,,ಉತ್ಪಾದನೆಗೆ ಬೇಕಾಗುವ ಪದಾರ್ಥಗಳು ಹೆಚ್ಚು ಭಾರ ಮತ್ತು ಅಳತೆಗಳು ಇದ್ದಲ್ಲಿ ಆಂತರಿಕ ಸಾರಿಗೆ ವ್ಯವಸ್ಥೆಯ ಸಮಸ್ಯೆಯನ್ನು ಸ್ವಲ್ಪ ಬಗೆಹರಿಸಿಕೊಳ್ಳಬಹುದು .
4000,sg,ಸಾಮಾನ್ಯವಾಗಿ ಪದಾರ್ಥ ದಾಸ್ತಾನು ಮಾಡುವುದಕ್ಕೆ ಪ್ರತ್ಯೇಕ ಕಟ್ಟಡ ಇರುತ್ತದೆ .
4001,sg,ಸಂಸ್ಥೆಯ ಪ್ರಾರಂಭದಿಂದಲೇ ಯಾವ ಯಾವ ವಿಭಾಗ ಯಾವ ಯಾವ ಸ್ಥಳದಲ್ಲಿ ಇರಬೇಕು ಎಂದು ಪರಿಣತರು ( ವೆಚ್ಚ ಲೆಕ್ಕ ಶಾಸ್ತ್ರಜ್ಞನೂ ಸೇರಿದಂತೆ ) ಸಮಗ್ರವಾಗಿ ಯೋಚಿಸಿ ನಿರ್ಧರಿಸುವಾಗ ಈ ಕೆಳಕಂಡ ಅಂಶಗಳನ್ನು ತೆಗೆದುಕೊಳ್ಳಬೇಕಾಗುತ್ತದೆ .
4002,pl,ದಾಸ್ತಾನು ವಿಭಾಗವನ್ನು ಸರಿಯಾದ ಸ್ಥಳದಲ್ಲಿ ವ್ಯವಸ್ಥೆ ಮಾಡಿರುತ್ತಾರೆ .
4003,,ಇಂತಹ ವಿಷಯ ಸಂಸ್ಥೆಯ ಸ್ಥಾಪನಾ ಯೋಜನೆಯಲ್ಲಿ ಸೇರಿರುತ್ತದೆ ಮತ್ತು ಜಾರಿಗೊಳಿಸಿರುತ್ತಾರೆ .
4004,sg,ರಸ್ತೆ ಮತ್ತು ರೈಲು ಮಾರ್ಗಗಳಿಗೆ ಅನುಕೂಲ ಆಗುವ ಸ್ಥಳವೂ ಆಗಿರಬೇಕಾಗುತ್ತದೆ .
4005,sg,"ಆಗಿಂದಾಗ್ಗೆ ಕೊಳ್ಳುವ ಪದಾರ್ಥಗಳು ರಸ್ತೆ ಮತ್ತು ರೈಲು ಮಾರ್ಗಗಳಲ್ಲಿ ಬರಬೇಕಾಗಿರುವುದರಿಂದ , ಪದಾರ್ಥಗಳನ್ನು ವಾಹನಗಳಿಂದ ಇಳಿಸಿ ದಾಸ್ತಾನು ವಿಭಾಗಕ್ಕೆ ಒಯ್ಯುವ ಸಮಯ ಮತ್ತು ಖರ್ಚುಗಳನ್ನು ಕಡಿಮೆ ಮಾಡಬೇಕಾಗುತ್ತದೆ ."
4006,,ಆದ್ದರಿಂದ ದಾಸ್ತಾನು ವಿಭಾಗದ ಸ್ಥಳ ನಿರ್ಧರಿಸುವಾಗ ಈ ಕೆಳಕಂಡ ಅಂಶಗಳನ್ನು ತೆಗೆದುಕೊಳ್ಳಬೇಕಾಗುತ್ತದೆ .
4007,,1 ) ದಿನನಿತ್ಯ ಪದಾರ್ಥ ರವಾನೆ ಆಗಬೇಕು ಆದುದರಿಂದ ದಾಸ್ತಾನು ವಿಭಾಗವು ತಯಾರಿಕಾ ವಿಭಾಗಕ್ಕೆ ಹತ್ತಿರ ಇರಬೇಕು .
4008,,2 ) ಭಾರವಾದ ಮತ್ತು ಗಾತ್ರದಲ್ಲಿ ದೊಡ್ಡದು ಇರುವ ಪದಾರ್ಥಗಳಿಗೆ ಅನುಗುಣವಾಗಿ ದಾಸ್ತಾನು ವಿಭಾಗದ ಸ್ಥಳ ನಿರ್ಧಾರ ಆಗಬೇಕು .
4009,,3 ) ಆಗಿಂದಾಗ್ಗೆ ಪದಾರ್ಥ ಕೊಳ್ಳುವುದರಿಂದ ರಸ್ತೆ ಮತ್ತು ರೈಲು ಮಾರ್ಗಗಳಿಗೆ ಅನುಕೂಲ ಆಗಿರಬೇಕು .
4010,,ವಾಹನಗಳಿಂದ ಪದಾರ್ಥಗಳನ್ನು ಇಳಿಸುವ ಸ್ಥಳಕ್ಕೂ ದಾಸ್ತಾನು ವಿಭಾಗಕ್ಕೂ ಹೆಚ್ಚು ದೂರ ಇರಬಾರದು .
4011,,4 ) ಸುರಕ್ಷಿತ ಪ್ರದೇಶದಲ್ಲಿ ಇರಬೇಕು .
4012,,ಕೇಂದ್ರೀಕೃತ ದಾಸ್ತಾನು ಮತ್ತು ವಿಕೇಂದ್ರೀಕೃತ ದಾಸ್ತಾನು .
4013,,"ಪದಾರ್ಥಗಳ ಗಾತ್ರ , ತೂಕ , ಮೌಲ್ಯ , ಪದಾರ್ಥ ರವಾನೆಯ ಶೀಘ್ರತೆ ಮತ್ತು ತಯಾರಿಕಾ ಘಟಕದ ಅವಶ್ಯಕತೆಗಳಿಗೆ ಅನುಗುಣವಾಗಿ ದಾಸ್ತಾನು ವಿಭಾಗವನ್ನು ಕೇಂದ್ರೀಕರಿಸಬಹುದು ಅಥವಾ ವಿಕೇಂದ್ರೀಕರಿಸಬಹುದು ."
4014,,ಇಡೀ ತಯಾರಿಕಾ ಘಟಕಕ್ಕೆ ಒಂದೇ ಸ್ಥಳದಲ್ಲಿ ಪದಾರ್ಥ ದಾಸ್ತಾನು ಮಾಡಿದ್ದರೆ ಕೇಂದ್ರೀಕೃತ ದಾಸ್ತಾನು ಎಂದು ಕರೆಯಬಹುದು .
4015,,ಪದಾರ್ಥ ಉಪಯೋಗ ಆಗುವ ಕೇಂದ್ರಗಳಲ್ಲಿ ಸಣ್ಣಸಣ್ಣ ಪದಾರ್ಥ ಉಪವಿಭಾಗಗಳನ್ನು ತೆರೆಯುವುದನ್ನು ವಿಕೇಂದ್ರೀಕೃತ ದಾಸ್ತಾನು ಎಂದು ಕರೆಯಬಹುದು .
4016,pl,ವಿಕೇಂದ್ರೀಕೃತ ದಾಸ್ತಾನು ಉಪವಿಭಾಗಗಳು ಕೇಂದ್ರೀಕೃತ ದಾಸ್ತಾನಿನ ಜೊತೆಯಲ್ಲಿ ಇರುತ್ತವೆ .
4017,,ಕೊಂಡ ಪದಾರ್ಥಗಳು ಎಲ್ಲವೂ ಕೇಂದ್ರೀಕೃತ ದಾಸ್ತಾನು ವಿಭಾಗಕ್ಕೆ ಬಂದ ನಂತರ ವಿಕೇಂದ್ರೀಕೃತ ಉಪವಿಭಾಗಗಳಿಗೆ ರವಾನಿಸಲ್ಪಡುತ್ತವೆ .
4018,sg,"ದಾಸ್ತಾನು ಅಧಿಕಾರಿಯು ತಯಾರಿಕಾ ಅಧಿಕಾರಿ ಮತ್ತು ವೆಚ್ಚಾಧಿಕಾರಿಯೊಡನೆ ಸಮಾಲೋಚಿಸಿ , ಪದಾರ್ಥ ರವಾನಿಸುವ ಸಮಸ್ಯೆಗಳನ್ನು ಬಗೆಹರಿಸಿಕೊಳ್ಳಬೇಕಾಗುತ್ತದೆ ."
4019,,"ಇದಕ್ಕಾಗಿ ತಯಾರಿಕಾ ಘಟಕದ ವಿವಿಧ ವಿಭಾಗಗಳಿಗೆ ಬೇಕಾಗುವ ಪದಾರ್ಥಗಳನ್ನು ನೇರವಾಗಿ ದಾಸ್ತಾನು ವಿಭಾಗದಿಂದ ಕಳುಹಿಸಬಹುದೇ ಮತ್ತು ಇದರಿಂದ ತಗುಲುವ ಸಮಯ ಮತ್ತು ಸಾರಿಗೆ ಖರ್ಚುಗಳು ಕಡಿಮೆಯೇ ಅಥವಾ ಜಾಸ್ತಿಯೇ ಎನ್ನುವುದರ ವಿವರಗಳನ್ನು ಪರಿಶೀಲಿಸಿ , ದಾಸ್ತಾನು ವಿಭಾಗವನ್ನು ಕೇಂದ್ರೀಕರಿಸಬಹುದೇ ಅಥವಾ ವಿಕೇಂದ್ರೀಕರಿಸಬಹುದೇ ಎನ್ನುವುದನ್ನು ನಿರ್ಧರಿಸಿಕೊಳ್ಳಬೇಕಾಗುತ್ತದೆ ."
4020,pl,ಇದರಿಂದ ಎರಡೂ ವಿಭಾಗಗಳ ಸಮಸ್ಯೆಗಳು ಬಗೆಹರಿಯುತ್ತವೆ .
4021,sg,ಆದರೂ ವಿಕೇಂದ್ರೀಕರಿಸಿದ ಉಪವಿಭಾಗಗಳ ವ್ಯವಸ್ಥೆ ಮತ್ತು ಸಂಘಟನೆ ದಾಸ್ತಾನು ಅಧಿಕಾರಿಯ ಸಾಮರ್ಥ್ಯದ ಮೇಲೆ ನಿಂತಿರುತ್ತದೆ .
4022,,ಕೇಂದ್ರೀಕೃತ ದಾಸ್ತಾನಿನ ಅನುಕೂಲಗಳು .
4023,,1 ) ಒಂದೇ ಸ್ಥಳದಲ್ಲಿ ಪದಾರ್ಥ ದಾಸ್ತಾನು ಮಾಡಿದಲ್ಲಿ ಹೆಚ್ಚಿನ ಗಮನವನ್ನು ಅಲ್ಲೇ ಕೇಂದ್ರೀಕರಿಸಬಹುದು .
4024,sg,2 ) ಕೇಂದ್ರೀಕೃತವಾದ ದಾಸ್ತಾನಿನಲ್ಲಿ ಕಡಿಮೆ ಖರ್ಚು ಇರುತ್ತದೆ .
4025,sg,ಕೇಂದ್ರೀಕೃತವಾದ ದಾಸ್ತಾನು ವ್ಯವಸ್ಥೆಗೆ ಇವು ಎಲ್ಲವೂ ಹೆಚ್ಚು ಬೇಕಾಗುತ್ತದೆ .
4026,sg,3) ಖುದ್ದು ದಾಸ್ತಾನನ್ನು ದಾಖಲೆಯ ಅಂಕಿಗಳ ಒಡನೆ ಆಗಿಂದಾಗ್ಗೆ ಪರೀಕ್ಷಿಸುವುದು ಅನುಕೂಲಕರ ಆಗಿರುತ್ತದೆ .
4027,sg,ಇಲ್ಲದಿದ್ದಲ್ಲಿ ಆಯಾಯ ಸ್ಥಳಗಳಲ್ಲಿ ಇರುವ ದಾಸ್ತಾನುಗಳನ್ನು ಲೆಕ್ಕಕ್ಕೆ ತೆಗೆದುಕೊಳ್ಳುವುದರಲ್ಲಿ ಶ್ರಮ ಮತ್ತು ಕಷ್ಟ ಎನಿಸುತ್ತದೆ .
4028,,4 ) ದಾಖಲೆಗಳ ದೃಷ್ಟಿಯಿಂದ ಕಡಿಮೆ ದಾಖಲೆಗಳು ಮತ್ತು ದಾಖಲಾತಿಗಳು ಇರುವುದರಿಂದ ತಪ್ಪುಗಳಿಗೆ ಅವಕಾಶ ಇರುವುದಿಲ್ಲ .
4029,,5 ) ಹೆಚ್ಚು ಸಿಬ್ಬಂದಿ ಇಲ್ಲದ ಕಾರಣ ದಾಸ್ತಾನು ವಿಭಾಗವನ್ನು ಹೆಚ್ಚು ಸಮಸ್ಯೆ ಇಲ್ಲದೆ ನಡೆಸಿಕೊಂಡು ಹೋಗಬಹುದು .
4030,,6 ) ವಿಕೇಂದ್ರೀಕರಿಸಿದ ದಾಸ್ತಾನು ವ್ಯವಸ್ಥೆಗೆ ಹೆಚ್ಚು ಬಂಡವಾಳ ಬೇಕು .
4031,,ಅನನುಕೂಲಗಳು .
4032,sg,"1 ) ಕೇಂದ್ರೀಕೃತ ದಾಸ್ತಾನು ವಿಭಾಗದಿಂದ ತಯಾರಿಕಾ ಘಟಕಕ್ಕೆ ಆಗಿಂದಾಗ್ಗೆ ಪದಾರ್ಥ ರವಾನೆ ಆಗುವುದರಲ್ಲಿ ಹಾಳು ಆಗುವ ಸಮಯ , ಸಾರಿಗೆ ವ್ಯವಸ್ಥೆಯ ಸಮಸ್ಯೆ ಮತ್ತು ಖರ್ಚು ಇರುತ್ತದೆ ."
4033,,2 ) ಪದಾರ್ಥ ರವಾನೆಯಲ್ಲಿ ಸುರಕ್ಷತೆ ಇರುವುದಿಲ್ಲ .
4034,sg,3 ) ಒಂದೇ ಕಡೆ ಇರುವ ಪದಾರ್ಥಗಳು ಹೆಚ್ಚು ಪದಾರ್ಥ ಸಂದಣಿಯಂತೆ ತೋರಿ ಸಂಘಟನೆಗೆ ಕಷ್ಟ ಆಗಿ ಗೊಂದಲ ಆಗುತ್ತದೆ .
4035,,4 ) ಕೇಂದ್ರೀಕೃತ ದಾಸ್ತಾನನ್ನು ವಿಕೇಂದ್ರೀಕೃತ ದಾಸ್ತಾನು ಆಗಿ ಮಾಡುವುದು .
4036,sg,5 ) ಪದಾರ್ಥ ರವಾನೆ ಒಂದೇ ಸ್ಥಳದಿಂದ ಆಗುವುದರಿಂದ ತಯಾರಿಕೆ ನಿಧಾನ ಆದಂತೆ ತೋರುತ್ತದೆ .
4037,,ವಿಕೇಂದ್ರೀಕೃತ ದಾಸ್ತಾನು .
4038,,ಪದಾರ್ಥ ಉಪಯೋಗ ಆಗುವ ತಯಾರಿಕಾ ಘಟಕಗಳಲ್ಲಿ ದಾಸ್ತಾನು ಉಪವಿಭಾಗವನ್ನು ತೆರೆದು ಅಲ್ಲಿಂದ ಪದಾರ್ಥ ಸುಲಭವಾಗಿ ರವಾನೆ ಆಗುವಂತೆ ಮಾಡುವುದು ವಿಕೇಂದ್ರೀಕೃತ ದಾಸ್ತಾನು .
4039,,ಇದು ಕೇಂದ್ರೀಕೃತ ದಾಸ್ತಾನಿನ ಉಪವಿಭಾಗ .
4040,pl,ಈ ಉಪವಿಭಾಗಗಳು ಕೇಂದ್ರ ವಿಭಾಗದಿಂದ ಆಗಿಂದಾಗ್ಗೆ ಪದಾರ್ಥಗಳನ್ನು ರವಾನಿಸಿಕೊಂಡು ಶೇಖರಿಸಿ ಇಟ್ಟುಕೊಳ್ಳುತ್ತವೆ .
4041,,ಈ ಉಪವಿಭಾಗಗಳು ನೇರವಾಗಿ ಪದಾರ್ಥಗಳನ್ನು ಕೊಳ್ಳುವುದಿಲ್ಲ .
4042,,ಈ ಎಲ್ಲ ಉಪವಿಭಾಗಗಳ ಚಟುವಟಿಕೆಗಳಿಗೆ ಮುಖ್ಯ ದಾಸ್ತಾನು ಅಧಿಕಾರಿಯೇ ಮೇಲ್ವಿಚಾರಕ ಆಗಿದ್ದು ಕೆಲಸ ನಿರ್ವಹಿಸಬೇಕಾಗುತ್ತದೆ .
4043,,ಈ ವ್ಯವಸ್ಥೆಯಲ್ಲಿ ಉಪವಿಭಾಗಗಳಿಗೆ ನಿರ್ದಿಷ್ಟ ಅವಧಿಗೆ ಬೇಕಾಗುವ ಪದಾರ್ಥ ಪ್ರಮಾಣವನ್ನು ಕೇಂದ್ರ ದಾಸ್ತಾನು ವಿಭಾಗವು ನಿರ್ಧರಿಸುತ್ತದೆ .
4044,,ಉದಾ : ಒಂದು ತಿಂಗಳಿಗೆ ಬೇಕಾಗುವ ಪ್ರತೀ ಪದಾರ್ಥ ಪ್ರಮಾಣವನ್ನು ಆರಂಭದಲ್ಲಿ ಉಪವಿಭಾಗಕ್ಕೆ ರವಾನಿಸುತ್ತದೆ .
4045,sg,ಈಗ ಈ ಉಪದಾಸ್ತಾನು ವಿಭಾಗವು ತಯಾರಿಕೆಗೆ ಬೇಕಾದಾಗ ಪದಾರ್ಥ ಕೊಡುತ್ತದೆ .
4046,sg,"ತಿಂಗಳಿನ ಕೊನೆಯಲ್ಲಿ ಕೊಟ್ಟ ಒಟ್ಟು ಪದಾರ್ಥ ಪ್ರಮಾಣದಲ್ಲಿ ಉಳಿಕೆ ಆದರೆ , ಖರ್ಚು ಆಗಿರುವ ಪದಾರ್ಥ ಪ್ರಮಾಣವನ್ನು ತುಂಬಿಕೊಡುತ್ತದೆ ."
4047,sg,ಎಲ್ಲ ಪದಾರ್ಥ ಪ್ರಮಾಣವು ಖರ್ಚು ಆಗಿದ್ದಲ್ಲಿ ನಿರ್ಧರಿತ ಪೂರ್ಣ ಪ್ರಮಾಣವನ್ನು ಉಪವಿಭಾಗಕ್ಕೆ ಕಳುಹಿಸಿಕೊಡುತ್ತದೆ .
4048,sg,ಇದು ಒಂದು ರೀತಿಯ ಇಂಪ್ರೆಸ್ಟ್ ಪದ್ಧತಿಯಂತೆ ಇರುತ್ತದೆ ಅಂದರೆ ಮುಂಗಡವಾಗಿ ಪದಾರ್ಥ ಕೊಟ್ಟಂತೆ ಇರುತ್ತದೆ .
4049,,ಈ ವ್ಯವಸ್ಥೆಯು ದಾಸ್ತಾನು ಪದ್ಧತಿಯಲ್ಲಿ ಇರುವ ನ್ಯೂನತೆಗಳನ್ನು ಪರಿಹರಿಸುತ್ತದೆ .
4050,sg,ಆದರೆ ಕೇಂದ್ರೀಕೃತ ದಾಸ್ತಾನು ವ್ಯವಸ್ಥೆಯಲ್ಲಿ ಇರುವ ಅನುಕೂಲಗಳಿಂದ ವಂಚಿತ ಆಗುತ್ತದೆ .
4051,,ಪದಾರ್ಥ ವಿಂಗಡಣೆ .
4052,,ಪದಾರ್ಥಗಳನ್ನು ಅವುಗಳ ಪ್ರಕೃತಿಗೆ ಅನುಗುಣವಾಗಿ ವರ್ಗೀಕರಣ ಅಥವಾ ವಿಂಗಡಣೆ ಮಾಡಬೇಕು .
4053,sg,ಘನ ಮತ್ತು ದ್ರವ ಪದಾರ್ಥಗಳನ್ನು ಪ್ರತ್ಯೇಕವಾಗಿ ಇಡಬೇಕಾಗುತ್ತದೆ .
4054,,ಈ ಎರಡು ಪ್ರಕೃತಿಗಳಲ್ಲಿ ಅನೇಕ ವಿಧ ಆದ ಪದಾರ್ಥಗಳು ತಯಾರಿಕೆಗೆ ಅವಶ್ಯಕವಾಗಿ ಇರಬೇಕಾಗುತ್ತದೆ .
4055,pl,"ಪ್ರತೀ ವಿಧ ಆದ ಪದಾರ್ಥದಲ್ಲಿ ವಿವಿಧ ಅಳತೆ , ತೂಕ , ಗಾತ್ರ ಮತ್ತು ಗುಣಮಟ್ಟಗಳು ಇರುತ್ತವೆ ."
4056,sg,"ಕಬ್ಬಿಣ ಮತ್ತು ಉಕ್ಕು , ಎಣ್ಣೆ ಇತ್ಯಾದಿ ಭಿನ್ನ ಪದಾರ್ಥಗಳು , ರಾಸಾಯನಿಕ ಪದಾರ್ಥಗಳು , ಬಣ್ಣ , ಬಿಡಿಭಾಗಗಳನ್ನು ಪ್ರತ್ಯೇಕ ಸ್ಥಳದಲ್ಲಿ ಇಡಬೇಕಾಗುತ್ತದೆ ."
4057,,ಈ ಗುಂಪುಗಳ ಸ್ಥಳಕ್ಕೆ ಪ್ರಧಾನವಾಗಿ ಕಾಣುವಂತೆ ನಾಮಫಲಕಗಳನ್ನು ತಗುಲಿಸಿರಬೇಕು .
4058,sg,ಇದು ಆಯಾಯ ಗುಂಪಿನ ಪದಾರ್ಥಗಳ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆ ಕೊಟ್ಟಂತೆ ಆಗುತ್ತದೆ .
4059,sg,ಉದಾ : ಒಂದು ಕಾರ್ಖಾನೆಗೆ ಬೇಕಾಗುವ ರಾಸಾಯನಿಕ ಪದಾರ್ಥ ದಾಸ್ತಾನು ವಿಭಾಗದಲ್ಲಿ ಇಟ್ಟಿರುವಾಗ ಅಪಾಯಕಾರಿ ಆಗಿರುವ ಸಂದರ್ಭದಲ್ಲಿ ಎಚ್ಚರಿಕೆಯ ನಾಮಫಲಕ ಅಪಾಯದಿಂದ ದೂರ ಇರುವ ಸೂಚನೆ ಆಗುತ್ತದೆ .
4060,,"ಪ್ರತೀ ವಿಭಾಗದ ಪದಾರ್ಥಗಳನ್ನು ಅವುಗಳ ತೂಕ , ಗಾತ್ರ , ಅಳತೆ ಮತ್ತು ಇತರ ಗುಣಮಟ್ಟಗಳಿಗೆ ಅನುಗುಣವಾಗಿ ಅನುಕೂಲ ರೀತಿಯಲ್ಲಿ ವಿಂಗಡಿಸಿ ಇಡಬೇಕು ."
4061,sg,ಪದಾರ್ಥ ವಿಂಗಡಣೆ ಎಂದರೆ ವಿವಿಧ ಪದಾರ್ಥಗಳ ಸಾಮಾನ್ಯ ಲಕ್ಷಣಗಳ ಆಧಾರದಲ್ಲಿ ಅವುಗಳನ್ನು ಗುಂಪನ್ನು ಆಗಿಸುವ ಪ್ರಕ್ರಿಯೆ ಆಗಿದೆ .
4062,,ಇದರಿಂದ ಪ್ರತೀ ಪದಾರ್ಥವನ್ನು ತಕ್ಷಣ ಗುರುತಿಸಬಹುದು .
4063,,ಸಾಮಾನ್ಯವಾಗಿ ಪ್ರತೀ ಪದಾರ್ಥಕ್ಕೆ ಒಂದೊಂದು ಸ್ಥಳ ಇದ್ದೇ ಇರುತ್ತದೆ .
4064,,ಈ ಸ್ಥಳವೇ ಬಿನ್ .
4065,,ಎಲ್ಲ ಬಿನ್ನುಗಳಿಗೆ ಅನುಕ್ರಮವಾಗಿ ಸಂಖ್ಯೆ ಕೊಡಬೇಕು .
4066,sg,ದಾಸ್ತಾನು ವಿಭಾಗದಲ್ಲಿ ಇರುವ ವಿವಿಧ ಭಾಗಗಳ ಪಕ್ಷಿನೋಟಕ್ಕೆ ಒಂದು ನಕ್ಷೆಯನ್ನು ತಯಾರಿಸಿ ಮುಖ್ಯ ಸ್ಥಳಗಳಲ್ಲಿ ಪ್ರದರ್ಶಿಸುವುದು ದಾಸ್ತಾನು ವಿಭಾಗದ ಒಟ್ಟಾರೆ ಸಂಘಟನೆಯ ಸಂಕೇತ ಎನಿಸುತ್ತದೆ .
4067,,ಎಲ್ಲ ಬಿನ್ ಮತ್ತು ಪದಾರ್ಥಗಳಿಗೂ ' ಅ ' ಕಾರಾದಿ ಪಟ್ಟಿ ತಯಾರಿಸಿ ಇಟ್ಟಿರಬೇಕು .
4068,sg,ಇದು ತಕ್ಷಣ ಬಿನ್ ಮತ್ತು ಪದಾರ್ಥಗಳನ್ನು ಗುರುತಿಸಲು ಅನುಕೂಲ ಆಗುತ್ತದೆ .
4069,,ಯಾವುದೇ ಸಂದರ್ಭದಲ್ಲಿ ವಸ್ತುವಿನ ತಯಾರಿಕೆಗೆ ಒಟ್ಟು ಪದಾರ್ಥದ ಸಂಖ್ಯೆ ಎಷ್ಟು ಎನ್ನುವುದು ತಿಳಿಯಬೇಕು .
4070,,ಪದಾರ್ಥ ಸಂಕೇತನ ಅಥವಾ ಕ್ರೋಡಿಕರಣದ ಪ್ರಕಾರ ಸಂಕೇತ ಎಂದರೆ ಒಂದು ವಿಂಗಡಣೆ ಆದ ವಸ್ತುಗಳ ಗುಂಪಿಗೆ ಅನ್ವಯಿಸಲು ರೂಪಿತ ಆದ ಚಿಹ್ನೆಗಳ ಒಂದು ವ್ಯವಸ್ಥೆ .
4071,sg,ಸಂಕೇತನ ಎಂದರೆ ಪದಾರ್ಥ ಗುರುತಿಸುವಿಕೆ ಸುಲಭ ಮತ್ತು ಅನುಕೂಲ ಆಗುವಂತೆ ಪ್ರತಿಯೊಂದು ಪದಾರ್ಥದ ಹೆಸರಿನ ಜೊತೆಗೆ ಒಂದು ಸಂಖ್ಯೆ ಅಥವಾ ಚಿಹ್ನೆಯನ್ನು ಕೊಡುವುದು ಒಂದು ಪ್ರಕ್ರಿಯೆ ಆಗಿದೆ .
4072,pl,ಪ್ರತೀ ಪದಾರ್ಥವನ್ನು ಗುರುತಿಸಲು ಕೊಡುವ ಸಂಕೇತ ಅಥವಾ ಚಿಹ್ನೆ ತಯಾರಿಕೆಗೆ ಬೇಕಾಗುವ ಬಿಡಿಭಾಗಗಳು ದಾಸ್ತಾನು ವಿಭಾಗದಲ್ಲಿ ನೂರಾರು ಇರುತ್ತವೆ .
4073,sg,"ಒಂದೊಂದು ಬಿಡಿಭಾಗವೂ ಹಲವಾರು ವೈವಿಧ್ಯತೆಗಳಿಂದ ಕೂಡಿರುತ್ತದೆ ಅಂದರೆ ಅಳತೆ , ತೂಕ , ಗಾತ್ರ ಮತ್ತು ಗುಣಮಟ್ಟದಲ್ಲಿ ಭಿನ್ನತೆ ಇರುತ್ತದೆ ."
4074,sg,"ಈ ಪ್ರತೀ ಪದಾರ್ಥದ ಅಳತೆ , ತೂಕ , ಗಾತ್ರ ಇತ್ಯಾದಿಗಳು ಎಲ್ಲವನ್ನು ಸೇರಿಸಿ ಹೆಸರಿಸುವುದಾದರೆ , ಪದಗಳ ಸರಮಾಲೆಯೇ ಆಗಿ ಒಂದೊಂದಕ್ಕೂ ಉದ್ದುದ್ದವಾದ ಹೆಸರು ಇಟ್ಟುಕೊಳ್ಳಬೇಕಾಗುತ್ತದೆ ."
4075,sg,ಈ ಎಲ್ಲ ಹೆಸರುಗಳನ್ನು ಬರೆದಿಟ್ಟು ಬೇಕಾದಾಗ ನೋಡಿದರೆ ಗೊಂದಲ ಆದಂತೆ ಕಾಣುತ್ತದೆ .
4076,sg,ಮೇಲಾಗಿ ಪ್ರತೀ ಪದಾರ್ಥದ ಬಿನ್ ಕಾರ್ಡ್ ಮತ್ತು ಇತರ ದಾಖಲೆಗಳಲ್ಲಿ ಈ ಉದ್ದುದ್ದದ ಹೆಸರುಗಳನ್ನು ಬರೆದು ಇಡುವುದು ಕಷ್ಟ ಆಗುತ್ತದೆ .
4077,,ಸುಲಭದಲ್ಲಿ ಪದಾರ್ಥಗಳನ್ನು ಗುರುತಿಸಲು ಸಾಧ್ಯ ಆಗುವುದಿಲ್ಲ .
4078,sg,ಮೇಲಾಗಿ ಪದಾರ್ಥ ಇಟ್ಟಿರುವ ಸ್ಥಳಗಳಲ್ಲಿ ಉದ್ದ ಉದ್ದದ ನಾಮಫಲಕಗಳನ್ನು ಹಾಕಲು ಕಷ್ಟ ಆಗುತ್ತದೆ .
4079,sg,"ಇದಕ್ಕ್ಕಾಗಿ , ಪದಾರ್ಥಗಳಿಗೆ ಅವುಗಳ ಸ್ವಭಾವ ಮತ್ತು ಉಪಯೋಗಕತೆಗಳಿಗೆ ಅನುಗುಣವಾಗಿ ಸಂಕೇತಗಳನ್ನು ಕೊಡಲಾಗುತ್ತದೆ ."
4080,,ಉದಾ : 1 ' ಅ 8 ' ಸಂಕೇತದ ಅರ್ಥ .
4081,,"' ಅ ' ಎನ್ನುವುದು ಉಪಯೋಗಿಸುವ ಮುಖ್ಯ ಪದಾರ್ಥದ ಒಂದನೇ ದರ್ಜೆ ಶೀಟ್ , ' 8 ' ಎನ್ನುವುದು ಎಂಟು ಅಂಗುಲ ಉದ್ದದ ಸಂಕೇತ ಇರಬಹುದು ."
4082,,2 ' ಆ 892 ' ಸಂಕೇತದಲ್ಲಿ ' ಆ ' - ಎರಡನೇ ದರ್ಜೆ ಶೀಟ್ 8 - ಅಂಗುಲ ಉದ್ದ 9 - ಅಂಗುಲ ಅಗಲ 2 - ಅಂಗುಲ ದಪ್ಪ .
