objnum,sentences
,۱۹۰۲ میں الٰہ_آباد سے `` آریہ_بلی_ہِتیشی `` کی اشاعت شروع ہوئی ۔
,حقیقت میں ہندی اطفال صحافت کا آغاز ۱۹۱۷ میں الہ_آباد سے ` بالسکھا ` کی اشاعت سے شروع ہوا ۔
,اس کی اشاعت انڈین پریس سے ہوتی تھی ۔
,اس سے پہلے مدیر بدریناتھ بھّٹ تھے ۔
,` بال سکھا ` کی اشاعت ۵۳ برس تک ہوئی ۔
,بچوں کی کئی نسلیں ` بال سکھا ` کی غیرمعمولی دوست رہیں ۔
,اس کے باوجود اس کی اشاعتی تعداد کبھی ۱۰ ہزار سے اوپر نہیں گئی ۔
,آزادی کے بعد متعدد اطفال رسائل کی اشاعت شروع ہوئی ۔
,ان میں ` پراگ ` ، ` نندن ` ، ` چمپک ` ، ` بال بھارتی ` اور چنداماما ` اہم ہیں ۔
sg,` پراگ ` کی اشاعت ٹائمس آف انڈیا گروپ نے ۱۹۵۸ میں شروع کی تھی ۔
,کسی وقت یہ اطفال کی عمدہ_ترین میگزین مانی جاتی تھی ۔
,` نندن ` کی اشاعت ہندوستان ٹائمز گروپ نے ۱۹۶۴ میں شروع کی اور اب تک چل رہی ہے ۔
,صحافت پیشہ میں زبردست مسابقت ہے ۔
,سبھی اخبارات اخباری ایجنسیوں سے خبریں لیتے ہیں اور یہ خبریں اخبارات میں تقریباً اسی شکل میں چھپتی ہیں ۔
,اس یکسانیت کو دور کرنے کے لئے کچھ اخبارات ایسی خبریں چھاپنے کی کوشش کرتے ہیں جو دیگر اخباروں میں نہ چھپ رہی ہوں ۔
,یہ کام دو طریقہ سے کیا جاتا ہے ۔
,پہلا ، سرکاری اشتہارات ، اطلاعات ، سالانہ رپورٹ ، مضامین رپورٹ کی تہہ میں جاکر کچھ ایسی خبریں نکالنا جس کی جانب کسی کا دھیان نہ گیا ہو ۔
,اس طرح کی خبروں کی ایک مثال ہندستان کے کمپٹیٹر اینڈ آدیٹر جنرل کی رپورٹ میں کارگل کے شہدا کی لاشوں کو لے جانے کے لئے زیادہ قیمت پر دھات کے تابوت کی خریدی کی خبر تھی ۔
,اس خبر میں یہ ثابت کرنے کی کوشش کی گئی تھی کہ دھات کے تابوت کی خریدی میں زبردست گھپلہ و گھوٹالہ ہوا ہے ۔
,کچھ وقت کے لئے یہ خبر سبھی اخبارات میں چھائی رہی ۔
,کسی نے یہ جاننے کی کوشش نہیں کی کہ جس تاریخ کو تابوت خریدے گئے تب وہ کیا کم قیمت پر دستیاب تھے ۔
,ہندستان میں بھی متعدد صحافیوں نے گھپلوں و گھوٹالوں کو اجاگر کیا ۔
,ہندوستانی صحافی چترا سبرامینیم نے دستاویز جٹاکر ثابت کیا کہ بوفورس توپ سودے میں رشوت دی گئی ہے ۔
sg,ابھی حال ہی میں ` تہلکہ ` نے دفاعی سودوں میں پھیلی بدعنوانی کو سب کے سامنے رکھ دیا ۔
,` تہلکہ ` نے اپنی جانچ کے دوران چھپے کیمروں کا استعمال کیا لوگوں کو بہترین تحفہ ، شراب اور رقم دےکر بدعنوانی کو ظاہر کیا ۔
,` تہلکہ ` نے ہندستان میں صحافت کا نیا باب کھولا ، لیکن اس کا اخبار اتنا کامیاب نہیں ہو پایا ۔
,ارون شوری کا کہنا ہے کہ صحافیوں کو کبھی ان باتوں کو اجاگر کرنے کے لئے روایت سے ہٹکر کام کرنا پڑا ہے ، غیرمعمولی طریقے اپنانے پڑتے ہیں ۔
,ان کی رائے میں بدعنوانی کو سامنے لانے کے لئے سبھی وسائل اور طریقے مناسب ہیں ۔
sg,۸۰ کی دہائی کے آغاز میں وزیراعلیٰ گنڈورائو نے آنجہانی اندراگاندھی کے وزرا کے متعلق کچھ بڑبولےپن کی بات کہہ دی ۔
,شوری نے اسے چھاپ دیا ۔
,نامہ_نگار سے کہیں زیادہ کی توقع ہوتی ہے ۔
,یہ تبھی ممکن ہے جب اسے موضوع کی مکمل جانکاری ہو ۔
sg,نامہ_نگار کو کانفرنس کے انعقاد کے پیچھے کا مقصد پتہ ہو ۔
,تیکھے سوالات کو استحکام و شائستگی اور شیریں بیانی کا لیپ لگا کر پوچھنے کی صلاحیت ہو ۔
,شکل و طرز عمل کو سمجھنے کی عقل ہو ۔
,بحث میں نہیں الجھنے کا مثبت عزم ہو ۔
,خبر کے اہم پہلووں کی قوت شامّہ ہو ۔
,ٹکرانے والے ٹالنے والے جوابوں سے بغیر ہمت کے ہارے کسی بھی قیمت پر سچ اگلوانے میں کامیابی پانے کا مکمل ارادہ ہو ۔
,یہ صلاحیت تجربوں سے بھی لائی جا سکتی ہے ۔
sg,کئی مرتبہ پہلے سے تیاری کا موقع نہیں ملتا ۔
,پھر بھی صحافی لاعلم تو ہوتا نہیں اسلئے اسے دقت نہیں ہوتی ۔
,لیکن اگر منتظم یا موضوع کی جانکاری پہلے سے نہیں ہو سکے تو وہاں جا کر اپنی تیز ذہنی سے کچھ پتا کر لینا چاہیئے ۔
,پھر جو تحریری بیان ملے اسے جھٹ پٹ دھیان سے پڑھ و سمجھ لینا چاہیئے ۔
,اس کی بنیاد پر عقلمند سوال سوچ سمجھ کر تیار کر داغ دینا چاہیئے ۔
,پھر تو سلسلہ صحیح شروع ہو جائیگا اور راستے اپنے آپ بنتے جائینگے ۔
,پریس کانفرنسوں میں ہر صحافی کو فقط جسمانی طور سے ہی نہیں ، بلکہ ذہنی روپ سے بھی موجود رہنا چاہیئے ۔
,وقت سے پہلے پہنچنے کے بھی اپنے فوائد ہیں ۔
,اس وقت کا مناسب استعمال آپ تال_میل بٹھانے میں کر سکتے ہیں ۔
,اسی طرح کانفرنس کے اختتام کے بعد بھی اگر بہت دیر نہیں ہو رہی ہو تو فوراً بھاگنا مفید نہیں ہوتا ۔
,بعد میں غیررسمی بات - چیت میں کئی بار خصوصی جانکاری یا خصوصی خبر کا سراغ مل جاتا ہے ۔
,پرکھنے کی صلاحیت صحافی کی بھاری صفت ہے ۔
,بال کی کھال نکالنے کی مہارت بھی کئی بار دکھانی پڑتی ہے ۔
,اکثر دوردرشن پر وزیراعظم یا کسی دیگر انتہائی خاص شخص یا پریس کانفرنس دیکھ کر ناظرین و سامعین کا ردعمل ہوتا ہے کہ ` مزہ نہیں آیا ` ۔
,اس کے لئے ہم صحافی بھی کم مجرم نہیں ہیں ۔
,ہم پوری طرح تیار ہو کر نہیں جاتے ۔
,کئی ایسی خبریں ہونگی جن پر اچھے سوال بن سکتے ہیں ۔
,کبھی ایسا بھی ہو سکتا ہے کہ اسی دن کی شائع خبر پر کوئی دوسرا نامہ_نگار سوال داغ رہا ہو ۔
,ایسی حالت میں اگر شائع خبر کی جانکاری نہیں ہوگی تو سوال و جواب پلّے کہاں سے پڑیگا ۔
,پریس کانفرنس میں اپنا علم بگھارنے یا تقریر جھاڑنے کی عادت ٹھیک نہیں ہے ۔
,کم سے کم مناسب الفاظ میں مناسب سوال پوچھ کر صبر کے ساتھ جواب سننے کی عادت ڈالنی چاہیئے ۔
,ہم وہاں خبر لے جاتے ہیں دوسروں کو کیا کرنا چاہیئے کیا نہیں کرنا چاہیئے یہ بتانے کا ذمہ ہمارا نہیں ہے ۔
sg,ہمارا محض ایک ہدف ہے خبر نکال کر اسے قابل قراءت زبان میں تیار کر قارئین تک پہنچانا ۔
,حقایق دمدار ہونگے تو وہ خود بولینگے ۔
sg,پریس کانفرنس میں صحافیوں کو اپنے کام سے کام رکھنا چاہیئے ۔
,فالتو کا مشورہ دینے سے بچنا چاہیئے ۔
,صحافی اگر کسی خاص علاقے کے اخبار کی نمائندگی کر رہا ہے تو اسے قومی رہنما کے پریس کانفرنس میں اپنے جواب حاصل کرنا چاہیئے ۔
sg,مقامی اخبار ہر قاری کو قبول ہوتا ہے ۔
,ہماری بستی کی چھوٹی سے چھوٹی بات ہمارے لئے دنیا کے دوسرے کنارے کی بڑی سے بڑی بات سے زیادہ اہم ہے ۔
,نامہ_نگار کا کانفرنس میں اکثر سوالوں کو ٹالنے کا رویہ ہوتا ہے ۔
,اسے کوئی بھی اصلی صحافی بآسانی قبول نہیں کریگا ۔
sg,وہ اپنا تیز دماغ کا معقول جواب پا کر ہی دم لےگا ۔
,کچھ تحفہ اور نقد رقم دے کر بھی نامہ_نگار کو خریدنے کی کوشش کرتے ہیں ۔
,سب اس پر منحصر کرتا ہے کہ وہ کس اخبار کا نامہ_نگار ہے اس کا کتنا اثر اس انتخابی علاقہ پر پڑتا ہے ۔
,اگر وہ اخبار اس انتخابی حلقہ میں زیادہ پڑھا جاتا ہے تو دباو زیادہ ہوگا کم پڑھا جاتا ہے تو کم ہوگا ۔
,اس کی پیشہ_ورانہ بےبسی ہے کہ وہ مختلف طرح کے لوگوں سے مسلسل تعلق رکھے ۔
,ان تعلقات کو نبھانے کا ایک دباو بھی نامہ_نگار پر رہتا ہے ۔
,ذاتیات میں آپ یقین بھلے نہ کریں اگر اتفاق سے آپ کی اور امیدوار کی ذات ایک ہے تو ذات کی بنیاد پر متاثر کرنے کی کوششیں ہونگی ۔
,پھر آج کے زمانے میں یہ ممکن نہیں ہے کہ غیرجانبدار سے غیرجانبدار نامہ_نگار کا کوئی بھی سیاسی جھکاو نہ ہو ۔
,کئی مرتبہ اس طرح کے دباووں کا بھی سہارا لیا جاتا ہے ۔
,لیکن اعتماد بنائے رکھنے سے اندرونی روابط کے کھونے کا ڈر ہوتا ہے ۔
,لیکن اس کا یہ مطلب نہیں ہے کہ تم سمرکیمپ جا رہی ہو ۔
,انجلی ! وہ تو ٹھیک ہے ، ہم تو چلے جائیں گے سمرکیمپ ، لیکن وہاں تمھارے پاپا تو نہیں آنے والے نا ۔
,میری انجلی ، تمھاری انجلی سے زیادہ خوبصورت ہے ۔
,ڈیر پاپا ! معذرت ، دادی اور میں ، آپ کو بنا بتائے چلے گئے ۔
,پیارے خدا ! مہربانی کر کے آپ ابّا کو خوش رکھئے اور اتنا دے دیجئے کہ وہ مجھے یاد نہ کریں ۔
,آپ تو جانتے ہیں ، وہ میرے بنا کچھ نہیں کر سکتے ۔
,اب میں خدا سے ممی کے لئے کیا مانگوں ، وہ انھیں کے پاس تو ہیں ۔
,وہ جو چاہتی ہیں ان سے مانگ سکتی ہیں ۔
,انجلی ! تم کہاں چلی گئی ہو ؟
,تم جانتی ہو کہ تمھارے بنا میں کتنا اکیلا ہو جاؤنگا ۔
,یہ انجلی کون ہیں ؟
,انجلی ! میری آٹھ سال کی بیٹی ہے ۔
,انجلی ! تمھاری صحت تو ٹھیک ہے نا ؟
,مجھے ٹینا کے بارے میں پتہ نہیں تھا ۔
,کیسے پتہ ہوتا ، تم تو غائب ہی ہو گئی ۔
,جب مجھے میرے دوست کی ضرورت تھی ، تم تو تھی ہی نہیں ۔
sg,لڑکیاں باسکٹ _ بال نہیں کھیل سکتیں ۔
,اس نے تم سے سچ کہا اور تم اس سے لڑنے لگی ؟
,کیوں ؟
,روز کالج میں مس انجلی آپ کو باسکٹ _ بال میں ہرا نہیں دیتی تھی کیا ؟
,روز روز نہیں ہراتی تھیں ، کبھی - کبھی ہراتی تھی ۔
,یاد کرو انجلی ! تم روز ہارتی تھی ۔
,میں ، تمھیں ابھی اسی وقت چیلنج کرتی ہوں ، میرے ساتھ کھیلو ۔
,ہائے ٹینا ! آج اگر تم یہاں ہوتی نہ ، تو تم فخر سے کہہ سکتی کہ انجلی میری بیٹی ہے ۔
,کیونکہ وہ بہت اچھی ہے اور کیوں نہ ہو ، اس کا نام انجلی جو ہے ۔
,لیکن پتہ ہے ، اس کی سب سے اچھی بات کیا ہے ، کہ وہ بالکل تمھاری جیسی ہے ۔
,انجلی بہت ہی پیاری لگ رہی ہے نا اس فوٹو میں ؟
,وہ یہاں نہیں اسلئے روز اس کی فوٹو دیکھ دیکھ کر تو خوش ہو جاتا ہے ۔
,امن ! شادی تو دسمبر میں ہو رہی ہے نا ، تو لندن کیوں نہیں ہو کر آتا ؟
,لیکن مجھے ایسا لگتا ہے کہ وہ مجھ سے پیار نہیں کرتی ۔
,مرد بہت کمزور ہوتے ہیں بیٹی ، بہت کمزور ہوتے ہیں ۔
,یہ اصول تو بنا لیتے ہیں ، لیکن بھول جاتے ہیں دل کے آگے کوئی اصول نہیں ہوتا ۔
,اور ہم ان ضدّی ، کمزور مردوں کو احساس دلاتے ہیں کہ دل کے رشتے دھڑکنوں سے بنتے ہیں ، اصولوں سے نہیں ۔
,لیکن یہ دل کے رشتے ، دل کی بات کہہ دینے سے بنتے ہیں بیٹی ۔
sg,تم اپنے دل کی بات کہہ دو انجلی ۔
,کبھی کبھی دل کی بات کہنے سے دل ٹوٹ بھی سکتا ہے ۔
,نہ کہو گی ، تو کون سا آباد رہے گا ؟
,امن نے بتایا کہ تمھاری شادی ہونے والی ہے ۔
,امن ! میں آج رات کو ہی واپس جانا چاہتی ہوں ۔
,تم نے یہ ٹینا کو کیا دیا تھا ، جب وہ ایک نئی زندگی شروع کرنے جا رہی تھی ۔
sg,آج تم بھی ایک نئی زندگی شروع کرنے جا رہی ہو ۔
,میں جانتا ہوں کہ تم اور راہل ایک ساتھ خوش رہو گے ۔
