,gender,sentences
1497,,چڑا بھی ساتھ دیتا رہا اور دونوں نے مل کر پلاؤ بنایا ۔
1498,m,پلاؤ بڑا ہی لذیذ بنا ۔
1499,,چڑے نے پیڑ سے پتے توڑے اور جھٹ_پٹ پتوں کی پلیٹ بنا ڈالی ۔
1500,any,دو ڈالوں پر ٹہنیاں اور بڑے پتوں کو بچھا کر بیٹھنے کا انتظام کر لیا گیا ۔
1501,,سب نے جی بھر کر پلاؤ کا لطف اٹھایا اور اپنے اپنے بستروں میں آرام سے گھس گئے ۔
1502,any,سب کو نیند آ گئی ۔
1503,any,ابھی شام ہو ہی رہی تھی کہ اچانک چیں_چیں کی نیند ٹوٹی اس کے پیٹ میں درد ہو رہا تھا ۔
1504,m,اس کاروبار میں سرمایہ حاصل کرنے کے لیے آج بھی روایتی طور طریقے اپنائے جاتے ہیں ۔
1505,m,اس میں سرمایہ_کاری اور کاروبار کے دستیاب اعداد و شمار کا ایک حصہ اب بھی اندازے کے دائرے میں آسانی سے رکھا جا سکتا ہے ۔
1506,any,اس کاروبار میں سرمایہ_کاری میں آج بھی غیرسرکاری سرمایہ_کاری شعبے کا اہم کردار ہے ۔
1507,m,فلمسازی کے ابتدائی دور میں عام طور پر یہ کاروبار خاندان اور روابط کے معرفت ہی آتا تھا ۔
1508,m,یہ وہ دور تھا جبکہ فلم کو کاروبار کے بجائے سماجی اصلاح کے ایک ذرائع کی صورت میں دیکھا جاتا تھا ۔
1509,,فلموں میں کام کرنے والے فنکاروں کو ماہانہ تنخواہ دیئے جانے کا انتظام تھا اور یہ رقم سیکڑوں اور ہزاروں تک محدود تھی ۔
1510,m,یہ دور بڑی بجٹ فلموں کا نہیں تھا ۔
1511,,لیکن اس میں کہانی ، فن اور موسیقی کے پہلو کو منافع کمانے کے مقابلے میں زیادہ اہمیت دی جاتی تھی ۔
1512,m,اس کاروبار میں وسیع پیمانے پر پیسہ لگانے کا سلسلہ کثیرفنکار فلموں کے بننے کے ساتھ تیزی سے آگے بڑھا ۔
1513,m,سرمایہ_کاری اور منافع کی حصہ_داری میں بینکنگ شعبہ کے بجائے دیگر راستوں کا استعمال آج بھی بڑے پیمانے پر کیا جا رہا ہے ۔
1514,m,بڑی کمپنیوں اور کارپوریٹ شعبہ کے اس کاروبار میں اتر آنے کے بعد سے اس صنعت کے ضابطے کا ایک نیا دور شروع ہوا ۔
1515,m,تجارتی منتظمین کے اس کام میں حصےدار بننے کے بعد سے یہ کام اب زیادہ تجارتی طریقے سے کیا جا رہا ہے ۔
1516,,بدلتے ہندوستان کے ساتھ فلم دیکھنے کے طور طریقے بھی بدلے ہیں ۔
1517,any,سنیماگھر اب صرف تفریح تک ہی محدود نہیں رہ گئے ہیں ۔
1518,any,وہ شاپنگ - مال تہذیب کے ساتھ تفریح کے مجموعی بازار کا ایک اٹوٹ حصہ بن چکے ہیں ۔
1519,any,آج ہندوستان ایک ایسا ملک بن چکا ہے جہاں دنیا میں سب سے زیادہ فلمسازی ہوتی ہے ۔
1520,any,ہندی کے علاوہ دیگر ہندوستانی زبانوں میں بننے والی فلموں کے ناظرین کی دنیا میں سب سے زیادہ تعداد ہے ۔
1521,m,اس وقت ملک بھر میں سنیما کی دنیا میں قریب ۲۰ لاکھ لوگوں کو براہ_راست یا بالواسطہ طور سے روزگار ملا ہوا ہے ۔
1522,m,ہندوستان کے سنیما بازار کو قریب ڈھائی عرب امریکی ڈالر کا مانا گیا ہے ۔
1523,f,تشدد ، جرم اور عام موسیقی کے ذریعے انہیں اگلی نششتوں کو پُر کرنے کے لائق بنانے کے لیے کوشسش کی جاتی ہے ۔
1524,any,اس کاروبار کے دانشوروں کا دعویٰ ہے کہ نامی گرامی فنکاروں کی فیس کی شرحیں سال در سال بڑھتی ہی جا رہی ہے ۔
1525,f,کس فنکار کو کس فلم کے لیے کتنی رقم ملی اس کے متعلق بیشتر معلومات عام طور پر دستیاب نہیں ہوتی ۔
1526,m,رقم دینے والے اور لینے والے دونوں اس بارے میں کوئی دفتری معلومات فراہم نہیں کراتے ۔
1527,,لیکن اس طرح کے اعداد و شمار بازار اور تجارت کے شعبے سے منسلک لوگوں کے ذریعے فراہم کرائے جاتے ہیں ۔
1528,f,ایک فلم کے لیے پانچ کروڑ یا اس سے بھی زیادہ رقم ادا کی جاتی ہے ۔
1529,any,فلم صنعت اور اس کی تجارت کا براہ_راست اثر ٹیلی_ویژن اور ریڈیو خاص طور سے ایف - ایم چینلز کے منصوبوں اور فروغ پر پڑ رہا ہے ۔
1530,,ہندوستانی فلمی دنیا اس دور میں خود کو نہ صرف مقامی بنائے ہوئے ہے بلکہ اس سے آگے بڑھنے کے مواقع بھی تلاش رہی ہے ۔
1531,any,آج غیرملکی فلمساز اور ہدایتکار ہندوستان اور ہندوستانی پس_منظر کے موضوعات پر فلمیں بنانے کے لیے آگے آ رہے ہیں ۔
1532,any,اس تعاون اور امتزاج کے اقتصادی اور تجارتی پہلو تو ہیں ہی ، یہ صنعتی تجارت کے لحاظ سے بھی بےحد اہم ہیں ۔
1533,,رادھےکرشن ، رادھےکرشن ، کوئی ہے دیکھو بھائیو ! یہ دکاندار کنورجی کی مرمت کر رہا ہے ۔
1534,any,میں تو آپ کا نوکر ہوں حضور ۔
1535,m,اجی ہاں آپ ہی نے تو کہا تھا مالش کرنے کو ۔
1536,,ارے ہاں ، ہمیں نے تو کہا تھا مالش کرنے کو ، ہم بھی عجیب ہیں ۔
1537,,ارے بھائی لوگ تم لوگ جاؤ جاؤ ! اس میں پنڈت جی کا کوئی قصور نہیں ۔
1538,,کہو ، ہمارے لیے کوئی لڑکی دیکھی ؟
1539,any,بھولا ! اس گرمی کے دوپہر میں بند کمرے میں بیٹھ کر تو یہ عالمیات کیا پڑھ رہا ہے ۔
1540,,تو نوجوان ہے ، تیری عمر کھیلنے کودنے کی ہے -
1541,,کسی باغ میں جاؤ اور کسی درخت کے نیچے بیٹھ کر چندرکانتا یا بہرام_ڈاکو کو یا پریم_شاستر پڑھو ۔
1542,m,ماما ، تم ہمیشہ مجھے گندی باتیں سکھاتے ہو ۔
1543,,گندی گندی باتیں ہم بھی عجیب ہیں ، مگر ہم نے کون سی گندی بات سکھائی ہے ۔
1544,,تو تم نے پریم_شاستر کا نام کیوں لیا ؟
1545,,ہم بھی عجیب ہیں ، پریم_شاستر تو کتاب کا نام ہے جسے سب نوجوان پڑھتے ہیں ۔
1546,,اگر تمہیں نہیں پڑھنا تو نہ پڑھو لیکن یہاں کی گھٹی گھٹی ہوا سے باہر نکلو ۔
1547,,بیٹا گھر کے پاس دریا کنارے باغ ہونے کا کیا فائدہ ۔
1548,,باغ میں جاؤ اور تازہ تازہ ہوا کھا کر واپس آؤ ۔
1549,,لیکن میں نے پیٹ - بھر کھانا جو کھایا ماما !
1550,any,میرے بھولے بھانجے تو بالکل بھولے کا بھولا ہے ۔
1551,f,چلنے پھرنے سے صحت بنتی ہے ۔
1552,,بنتی بھی ہے اور بگڑتی بھی ہے ۔
1553,,ارے نہیں بگڑتی ، ہم جو کہہ رہے ہیں ۔
1554,,اچھی بات ہے ، اگر تم کہتے ہو تو میں جاتا ہوں ۔
1555,any,ابھی تک یہیں ہو ؟
1556,m,شاباش مچھلی وچھلی پکڑ کر لانا ، شاباش شاباش ۔
1557,f,پھنسی پھنسی کوئی موٹی تازی مچھلی پھنسی !
1558,m,ہندی کا پہلا فلمی رسالہ کون سا تھا ۔
1559,any,اس موضوع پر تنازعہ ہے ۔
1560,,رام چند تیواری کے مطابق ہندی کی پہلی فلمی میگزین ` نوچترپٹ ` تھی جبکہ راجکمار جین کے مطابق ہندی کی پہلی فلمی میگزین ۱۹۳۱ میں اندور سے ` منچ ` شائع ہوئی تھی ۔
1561,f,اس دوران انگریزی میں متعدد فلمی میگزین نکلیں ۔
1562,any,ان میں ` فلم انڈیا ` ، ` ٹاکی ہیرالڈ ` ، ` روپ وانی ` ، ` دیپالی ` اور ` اسکرین ورلڈ ` کے نام قابلِ _ ذکر ہیں ۔
1563,m,بابوراو پٹیل نے ` فلم انڈیا ` کی اشاعت کے ساتھ فلمی رسالہ میں ایک نیا باب شروع کیا ۔
1564,m,اس بیچ دوسری عالمی_جنگ کے سبب فلمیں فوجیوں کی تفریح کا اہم ذریعہ بنیں ۔
1565,,اس سے فلمی صنعت کی مالی حالت مستحکم ہوئی اور متعدد نئے سنیماگھر کھولے گئے ۔
1566,,جنگ کے دوران ` رس بھری ` ، ` چترپرکاش ` ، ` کومدی ` سمیت متعدد فلمی رسائل شائع ہوئے لیکن جتنی تیزی کے ساتھ ان کی اشاعت شروع ہوئی اتنی ہی تیزی سے یہ معدوم بھی ہو گئیں ۔
1567,,آزادی کے بعد ` یُگ چھایا ` ، ` فلم چتر ` اور ` چترلیکھا ` کی اشاعت شروع ہوئی ۔
1568,f,۱۹۴۸ میں کہانیکار ، کالم نویس اور فلم ہدایتکار خواجہ احمد عباس نے ممبئی سے ایک بڑی اچھی ادبی فلمی میگزین ` سرگم ` کی اشاعت شروع کی ۔
1569,f,اس وقت ہندی میں متعدد فلمی میگزین نکلتی ہیں ۔
1570,,` اسٹارڈسٹ ` کا ہندی شمارہ مقبول رہا ہے ۔
1571,,جبکہ ` فلم فیئر ` کی معاون ` مادھوری ` بند ہو گئی ۔
1572,any,` فلم فیئر ` اچھا منافع کماکر دے رہی ہے ۔
1573,,` اسکرین ` میں بھی فلموں کے پیشہ_ورانہ تجارتی پہلو پر زیادہ مواد دیا جاتا ہے ۔
1574,m,اچھی فلمی میگزین کے فقدان کو جزوی طور سے روزانہ اخبار پورا کرتے ہیں ۔
1575,m,ہر اخبار ہفتہ میں کم سے کم دو صفحہ فلم اور ٹی_وی کو دیتا ہے ۔
1576,f,ہندی میں بچوں کی پہلی میگزین ۱۸۸۲ میں ` بال درپن ` شائع ہوئی ۔
1577,f,یہ زیادہ وقت تک نہیں چلی ۔
1578,f,۱۹۰۲ میں الٰہ_آباد سے `` آریہ_بلی_ہِتیشی `` کی اشاعت شروع ہوئی ۔
1579,,حقیقت میں ہندی اطفال صحافت کا آغاز ۱۹۱۷ میں الہ_آباد سے ` بالسکھا ` کی اشاعت سے شروع ہوا ۔
1580,f,اس کی اشاعت انڈین پریس سے ہوتی تھی ۔
1581,m,اس سے پہلے مدیر بدریناتھ بھّٹ تھے ۔
1582,f,` بال سکھا ` کی اشاعت ۵۳ برس تک ہوئی ۔
1583,m,بچوں کی کئی نسلیں ` بال سکھا ` کی غیرمعمولی دوست رہیں ۔
1584,f,اس کے باوجود اس کی اشاعتی تعداد کبھی ۱۰ ہزار سے اوپر نہیں گئی ۔
1585,f,آزادی کے بعد متعدد اطفال رسائل کی اشاعت شروع ہوئی ۔
1586,any,ان میں ` پراگ ` ، ` نندن ` ، ` چمپک ` ، ` بال بھارتی ` اور چنداماما ` اہم ہیں ۔
1587,,` پراگ ` کی اشاعت ٹائمس آف انڈیا گروپ نے ۱۹۵۸ میں شروع کی تھی ۔
1588,f,کسی وقت یہ اطفال کی عمدہ_ترین میگزین مانی جاتی تھی ۔
1589,,` نندن ` کی اشاعت ہندوستان ٹائمز گروپ نے ۱۹۶۴ میں شروع کی اور اب تک چل رہی ہے ۔
1590,any,صحافت پیشہ میں زبردست مسابقت ہے ۔
1591,,سبھی اخبارات اخباری ایجنسیوں سے خبریں لیتے ہیں اور یہ خبریں اخبارات میں تقریباً اسی شکل میں چھپتی ہیں ۔
1592,m,اس یکسانیت کو دور کرنے کے لئے کچھ اخبارات ایسی خبریں چھاپنے کی کوشش کرتے ہیں جو دیگر اخباروں میں نہ چھپ رہی ہوں ۔
1593,m,یہ کام دو طریقہ سے کیا جاتا ہے ۔
1594,any,پہلا ، سرکاری اشتہارات ، اطلاعات ، سالانہ رپورٹ ، مضامین رپورٹ کی تہہ میں جاکر کچھ ایسی خبریں نکالنا جس کی جانب کسی کا دھیان نہ گیا ہو ۔
1595,f,اس طرح کی خبروں کی ایک مثال ہندستان کے کمپٹیٹر اینڈ آدیٹر جنرل کی رپورٹ میں کارگل کے شہدا کی لاشوں کو لے جانے کے لئے زیادہ قیمت پر دھات کے تابوت کی خریدی کی خبر تھی ۔
1596,,اس خبر میں یہ ثابت کرنے کی کوشش کی گئی تھی کہ دھات کے تابوت کی خریدی میں زبردست گھپلہ و گھوٹالہ ہوا ہے ۔
1597,f,کچھ وقت کے لئے یہ خبر سبھی اخبارات میں چھائی رہی ۔
1598,f,کسی نے یہ جاننے کی کوشش نہیں کی کہ جس تاریخ کو تابوت خریدے گئے تب وہ کیا کم قیمت پر دستیاب تھے ۔
1599,m,ہندستان میں بھی متعدد صحافیوں نے گھپلوں و گھوٹالوں کو اجاگر کیا ۔
1600,m,ہندوستانی صحافی چترا سبرامینیم نے دستاویز جٹاکر ثابت کیا کہ بوفورس توپ سودے میں رشوت دی گئی ہے ۔
1601,any,ابھی حال ہی میں ` تہلکہ ` نے دفاعی سودوں میں پھیلی بدعنوانی کو سب کے سامنے رکھ دیا ۔
1602,,` تہلکہ ` نے اپنی جانچ کے دوران چھپے کیمروں کا استعمال کیا لوگوں کو بہترین تحفہ ، شراب اور رقم دےکر بدعنوانی کو ظاہر کیا ۔
1603,,` تہلکہ ` نے ہندستان میں صحافت کا نیا باب کھولا ، لیکن اس کا اخبار اتنا کامیاب نہیں ہو پایا ۔
