bshift,sentences
0,చిన్నవి పెద్దవిగా కనపడతాయి .
0,అందుకని నన్ను బడికి పంపలేదు .
1,చంద్రునిమీద మనం ? ఉండవచ్చా
1,చంద్రుడు చల్లగా . ఉంటాడు
0,ఇక్కడ గాలి ణూLL నీరు లేవట .
0,అక్కడ ఏ జీవాలు లేవట .
1,అక్కడికి పోతే మనం ఉంటామట తేలికగా .
0,మనం నేలమీద 60కిలోల బరువు ఉంటే చంద్రునిమీద 6 కిలోలే ఉంటామట .
0,"ముసలి తల్లిదండ్రులు, భార్య, కుమారుడు, ణూLL కుమార్తెను అతను పోషించాలి ."
1,శంకరానికి ఉన్న ఒకేఒక పొలం ఎకరం ణూLL
0,నాకు చదువు రాలేదు .
0,కనుక పొలం తనే సాగు చేసుకుంటున్నాడు .
0,రకరకాల ఆకుకూరలు సాగు చేస్తూ సంపాదన పెంచుకున్నాడు .
0,కుటుంబంలో అంతా చీకూచింతా లేకుండా జీవిస్తున్నారు .
0,పిల్లలు చదువుకుంటున్నారు .
0,కొంత డబ్బు వెనకేసి శంకరం రెండు పాడిగేదెలను కొన్నాడు .
1,ఇంటిలో పాలు పెరుగు జరిగిపోతున్నది కొనకుండా .
0,ఇంతలో మా తమ్ముడికి ఆరోఏడు వచ్చింది .
0,ణూLL ' బాగానే ఉన్నా .
0,రమణ తన బాధలు చెప్పుకున్నాడు .
0,రమణకు ఇద్దరు సంతానం ణూLL
0,ముసలి తల్లి ఉంది .
0,అతనితో పాటు భార్య పొలం పని చేసినా కుటుంబం గడవటం లేదు .
1,రమణకు పొలం ఎకరం ఉంది .
1,అందులో ఒక జొన్న సంవత్సరం వేసేవాడు .
0,వాడికి కొత్త గుడ్డలు కుట్టించారు .
0,మరుస్స్టి సంవత్సరం మరొక పంట వేసేవాడు .
0,ఇతరుల పొలాల్లో కూడా కూలిపనికి పోయేవాడు .
1,వచ్చే ణూLL ఆదాయం తక్కువ ణూLL
1,కుటుంబ పోషణకు పిల్లల చదువుకు చాలటంలేదు సంపాదన .
0,రమణకు అప్పులు చేయక తప్పటంలేదు .
0,శంకరం రమణ చెప్పినదంతా విన్నాడు .
0,డాక్టర్లు ఆకుకూరలు ఎక్కువగా తినమంటున్నారు .
0,ఆకుకూరల్లో పోషకపదార్థాలు ఉంటాయి .
0,ణూLL పలకాబలపం కొనిచ్చారు .
0,ఖనిజాలుకూడా ఉంటాయి .
1,కంటి జబ్బులు రాకుండా . కాపాడతాయి
0,కనీసం పది రోజుల్లో మూడు రోజులు ఆకుకూరలు తినటం మంచిది ణూLL
0,ఖర్చు ఆదా అవుతుంది .
0,ఆకుకూరలు పెరగటానికి ఎక్కువ కాలం పట్టదు .
0,ఆకుకూరల సాగుకు తక్కువ నేల ఎంచుకోవాలి .
0,ఒక రకం ఆకుకూరను ఐదు సెంట్ల భూమిలో పెంచవచ్చు .
1,అనగా అరెకరం పొలంలో పది రకాల సాగు ఆకుకూరలు చేయవచ్చు .
0,ఆకుకూరలు గింజలు చల్లి పెంచుతారు .
0,పొలంలోనే కాక ఇంటి ఆవరణలో కూడా పెంచవచ్చు .
1,అమ్ముకోవచ్చు ఆకుకూరలు .
1,ఆదాయం . పొందవచ్చు
1,కూరల తగ్గించుకోవచ్చు కర్చు .
1,కొంత ఆదా సొమ్మును చేసుకోవచ్చు .
1,అమ్ముడుపోతాయి బాగా .
1,నీరు పోస్తూ ఉంటే నిగనిగలాడుతూ . పెరుగుతాయి
1,పురుగు వాడకం మందుల అవసరం ఎక్కువగా ఉండదు .
1,నెయిదిబ్బల్లోని మెత్తటి ఎరువు . వేయవచ్చు
0,ఏదైనా తెగులు సోకితే అవసరమైన మందు కొట్టాలి .
1,ణూLL అప్పగించివచ్చాడు టీచరమ్మకు .
0,ఆకుకూరలు చాలా రకాలు ఉన్నవి ణూLL
1,జనం ఎక్కువగా ఆకుకూరలు వాడే పెంచటం మంచిది ణూLL
0,పాల కూర చాలా రుచిగా ఉంటుంది .
0,దీని ఆకులు నాజూగ్గా ఉంటాయి .
1,కాడనుకూడా కూరగా . వండుతారు
1,ఇందులో పోషకపదార్థాలు ణూLL ఎక్కువ
0,కొందరు దీనిని ఆకుకూరల్లో రారాజుగా చెబుతారు .
0,వాడు ఇంటిలో ఆఇఈఅని రాశేవాడు .
1,ఇది రకరకాల వాతావరణాల్లో . పెరుగుతుంది
1,బంకమట్టి దీనికి నేల అనుకూలము ణూLL
1,నేల బాగా తవ్వినతరువాత వెదజల్లుతారు విత్తనాలు .
