,person,sentences
1874,3,లోకం తెలియని అమాయకురాలిని కాదు .
1875,3,మా ఊళ్లో ఆడవాళ్లు ఎవ్వరూ ఒప్పుకోరు .
1876,3,నాకు మూడుఏళ్ళు వచ్చాయి .
1877,any,మరోసంగతి మీకు తెలుసా ?
1878,,మన దేశంలో మగవాళ్లకంటే జనాభాలో ఆడవాళ్లు తక్కువ NULL .
1879,3,మగవాళ్లకంటే ఆడవాళ్లు ఎక్కువ మంది చనిపోతున్నారు .
1880,3,అయిదేళ్లలోపు ఆడపిల్లలు మరీఎక్కువగా చనిపోతున్నారు .
1881,3,బిడ్డల్ని కనేటప్పుడు ఎంతోమంది తల్లులు చనిపోతున్నారు .
1882,any,ప్రపంచంలో ఎక్కడైనా ఇంతే అనుకోనేరు .
1883,3,చాలా దేశాల్లో ఈ పరిస్థితి లేదు .
1884,any,మన దేశంలోనూ కేరళలో ఇట్లా జరగడం లేదు .
1885,any,అన్నింటా ముందున్న దేశాల్లోనూ ఇట్లా జరగడం లేదు .
1886,3,మళ్ళీ మా అమ్మ పురుడు పోసుకొనింది .
1887,,అక్కడ జనాభాలో ఆడవాళ్లూ మగవాళ్లూ సమానం NULL .
1888,3,మరి ఆడవాళ్లు ఎందుకు మాటిమాటికీ రోగాల పాలవుతున్నారు ?
1889,3,ఆడవాళ్లు ఎందుకు ఎక్కువగా చనిపోతున్నారు ?
1890,3,ఎందుకు అంటారు ?
1891,,ఆడవాళ్లకు పుష్టికరమైన తిండి దొరకడం తక్కువ NULL .
1892,3,ఆడపిల్లలుకూడా అందరూ తినగా చివర తింటుంటారు .
1893,3,అప్పుడప్పుడూ వాళ్లు ఆకలితోనే పడుకొంటారు .
1894,,అంతే కాదు ఆడవాళ్లకు చాకిరీ ఎక్కువ NULL .
1895,3,ఇంకో కారణం ఆడవాళ్లు ఉండే చోట్లు ఆరోగ్యానికి మంచివి కావు .
1896,3,ఈసారి నాకు తమ్ముడు పుట్టాడు .
1897,3,మరోకారణం ఆరోగ్యంకోసం వాళ్లు జాగ్రత్తలు తీసుకోలేరు .
1898,,ఈ ప అంతా వదిలేసి ఆసుపత్రికి ఎపుడు వెళ్లేది ?
1899,,ఆడవాళ్ల జబ్బులు చూచేందుకు వసతులు లేకపోవడం NULL .
1900,,ఈమెను ఎలా పరీక్షించేది ?
1901,3,వాళ్లు ఏమనుకొంటారు ?
1902,,అబ్బా ఈ ఆడళ్లతో ఇదే గొడవ NULL .
1903,3,ఎవడు వేగుతారు ?
1904,3,వైద్యాన్ని వ్యాపారం చేసేవాళ్లు తక్కువ ఏం కాదు .
1905,3,కొడుకు పుట్టాడని మా నాయన సంబరపడిపోయాడు .
1906,3,పుట్టగానే ఆడపిల్లను చంపేసేవాళ్లు ఉన్నారు .
1907,,విజయవాడలో మరో ఆడ శిశువు హత్య NULL .
1908,,తిరుపతిలో మురుగు కాల్వలో దొరికిన ఆడపిల్ల శవం గుడి మెట్లమీద అనాధ ఆడ శిశువు చెత్త కుప్పల్లో పసి పాప
1909,3,కొంతమంది అధికార్లు అర్థం లేకుండా ఆలోచిస్తారు .
1910,3,ఆపరేషన్లుతప్ప వాళ్లకు ఆడవాళ్ల ఆరోగ్యం పట్టదు .
1911,3,ఇదిగో మీరంతా ఆరోగ్య కార్యకర్తల జీతాలు తింటున్నారు .
1912,any,ఆడవాళ్లకు ఆపరేషన్లు చేయించాలి .
1913,3,ఐతే ఈ కాన్పుతో మా అమ్మ చచ్చి బతికింది .
1914,any,కనీసం నెలకు 30కేసులు పట్టుకొనిరావాలి .
1915,,కనేటప్పుడూ వైద్యం అవసరం NULL .
1916,,ఎక్కువ జాగ్రత్తలూ అవసరం NULL .
1917,,వైద్యం అవసరమయ్యేది ?
1918,3,అంతటితో సుఖంగా కనేస్తుందా ?
1919,3,ఆపరేషను చేసి బిడ్డను తీశారు .
1920,any,తగినంత తీరిక ఉండాలి .
1921,any,చదువు ఉండాలి .
1922,any,గర్భవతి కావాలో ఆమె నిర్ణయించుకొనే వీలుండాలి .
1923,,అవసరం లేనపుడు కాకుండేందుకు మార్గం ఏదో ఆమెకు తెలిసిఉండాలి .
1924,,ఇవి అన్నీ ఉంటే గర్భవతి కావడం ఆమెకు ఓ పండుగ NULL .
1925,,దీనికితోడు అలాంటప్పుడు తగిన వైద్య సాయమూ లేకుంటే ఆమె ఏమవుతుంది NULL ?
1926,,ఐతే కడుపుతో ఉన్నవాళ్లకు ఇవి సోకితే ప్రమాదం NULL .
1927,,నేను అందరిలాంటి ఆడపిల్లనే NULL .
1928,,అందువల్ల కడుపుతో ఉన్నప్పుడు జాగ్రత్తలు అవసరం NULL .
1929,,లేనివాళ్లకు మరిన్ని జాగ్రత్తలు అవసరం NULL .
1930,3,అప్పుడే వాళ్లు సుఖంగా కంటారు .
1931,any,మంచి ఆహారం అందించాలి .
1932,any,ఐరన్ మాత్రలు ఇవ్వాలి .
1933,any,తీరిక ఉండాలి .
1934,any,ఆరోగ్యకార్యకర్త తరచుగా వచ్చి పరీక్షలు చేస్తుండాలి .
