 depth,sentences
4,"ముసలి తల్లిదండ్రులు, భార్య, కుమారుడు, కుమార్తెను అతను పోషించాలి ."
4,శంకరానికి ఉన్న పొలం ఒకేఒక ఎకరం
2,నాకు చదువు రాలేదు .
2,కనుక పొలం తనే సాగు చేసుకుంటున్నాడు .
5,రకరకాల ఆకుకూరలు సాగు చేస్తూ సంపాదన పెంచుకున్నాడు .
3,కుటుంబంలో అంతా చీకూచింతా లేకుండా జీవిస్తున్నారు .
2,పిల్లలు చదువుకుంటున్నారు .
4,కొంత డబ్బు వెనకేసి శంకరం రెండు పాడిగేదెలను కొన్నాడు .
3,ఇంటిలో పాలు పెరుగు కొనకుండా జరిగిపోతున్నది .
3,ఇంతలో మా తమ్ముడికి ఆరోఏడు వచ్చింది .
2,' బాగానే ఉన్నా .
3,రమణ తన బాధలు చెప్పుకున్నాడు .
3,రమణకు ఇద్దరు సంతానం
3,ముసలి తల్లి ఉంది .
3,అతనితో పాటు భార్య పొలం పని చేసినా కుటుంబం గడవటం లేదు .
3,రమణకు ఎకరం పొలం ఉంది .
3,అందులో ఒక సంవత్సరం జొన్న వేసేవాడు .
3,వాడికి కొత్త గుడ్డలు కుట్టించారు .
3,మరుస్స్టి సంవత్సరం మరొక పంట వేసేవాడు .
3,ఇతరుల పొలాల్లో కూడా కూలిపనికి పోయేవాడు .
3,వచ్చే ఆదాయం తక్కువ
3,కుటుంబ పోషణకు పిల్లల చదువుకు సంపాదన చాలటంలేదు .
3,రమణకు అప్పులు చేయక తప్పటంలేదు .
3,శంకరం రమణ చెప్పినదంతా విన్నాడు .
2,డాక్టర్లు ఆకుకూరలు ఎక్కువగా తినమంటున్నారు .
2,ఆకుకూరల్లో పోషకపదార్థాలు ఉంటాయి .
2,పలకాబలపం కొనిచ్చారు .
2,ఖనిజాలుకూడా ఉంటాయి .
4,కంటి జబ్బులు రాకుండా కాపాడతాయి .
5,కనీసం పది రోజుల్లో మూడు రోజులు ఆకుకూరలు తినటం మంచిది
2,ఖర్చు ఆదా అవుతుంది .
3,ఆకుకూరలు పెరగటానికి ఎక్కువ కాలం పట్టదు .
3,ఆకుకూరల సాగుకు తక్కువ నేల ఎంచుకోవాలి .
4,ఒక రకం ఆకుకూరను ఐదు సెంట్ల భూమిలో పెంచవచ్చు .
4,అనగా అరెకరం పొలంలో పది రకాల ఆకుకూరలు సాగు చేయవచ్చు .
3,ఆకుకూరలు గింజలు చల్లి పెంచుతారు .
3,పొలంలోనే కాక ఇంటి ఆవరణలో కూడా పెంచవచ్చు .
2,ఆకుకూరలు అమ్ముకోవచ్చు .
2,ఆదాయం పొందవచ్చు .
3,కూరల కర్చు తగ్గించుకోవచ్చు .
3,కొంత సొమ్మును ఆదా చేసుకోవచ్చు .
2,బాగా అమ్ముడుపోతాయి .
4,నీరు పోస్తూ ఉంటే నిగనిగలాడుతూ పెరుగుతాయి .
4,పురుగు మందుల వాడకం అవసరం ఎక్కువగా ఉండదు .
3,నెయిదిబ్బల్లోని మెత్తటి ఎరువు వేయవచ్చు .
4,ఏదైనా తెగులు సోకితే అవసరమైన మందు కొట్టాలి .
2,టీచరమ్మకు అప్పగించివచ్చాడు .
3,ఆకుకూరలు చాలా రకాలు ఉన్నవి
5,జనం ఎక్కువగా వాడే ఆకుకూరలు పెంచటం మంచిది
3,పాల కూర చాలా రుచిగా ఉంటుంది .
3,దీని ఆకులు నాజూగ్గా ఉంటాయి .
2,కాడనుకూడా కూరగా వండుతారు .
2,ఇందులో పోషకపదార్థాలు ఎక్కువ
2,కొందరు దీనిని ఆకుకూరల్లో రారాజుగా చెబుతారు .
2,వాడు ఇంటిలో ఆఇఈఅని రాశేవాడు .
3,ఇది రకరకాల వాతావరణాల్లో పెరుగుతుంది .
3,బంకమట్టి నేల దీనికి అనుకూలము
3,నేల బాగా తవ్వినతరువాత విత్తనాలు వెదజల్లుతారు .
3,ఇలా చేయటంవలన సులభంగా కలుపు తీయవచ్చు .
3,ఆకులు బాగా పెరగటానికి నత్రజని ఎరువులు వేయాలి .
3,సరిపోయినంత పశువుల పేడ వేయాలి .
3,నివారణకు బోర్డో మిశ్రమం చల్లాలి .
3,పెద్దగా సాగదీస్తూ వాటిని పలికేవాడు .
