,gender,sentences
1896,m,ఈసారి నాకు తమ్ముడు పుట్టాడు .
1897,f,మరోకారణం ఆరోగ్యంకోసం వాళ్లు జాగ్రత్తలు తీసుకోలేరు .
1898,,ఈ ప అంతా వదిలేసి ఆసుపత్రికి ఎపుడు వెళ్లేది ?
1899,,ఆడవాళ్ల జబ్బులు చూచేందుకు వసతులు లేకపోవడం NULL .
1900,,ఈమెను ఎలా పరీక్షించేది ?
1901,f,వాళ్లు ఏమనుకొంటారు ?
1902,,అబ్బా ఈ ఆడళ్లతో ఇదే గొడవ NULL .
1903,f,ఎవడు వేగుతారు ?
1904,f,వైద్యాన్ని వ్యాపారం చేసేవాళ్లు తక్కువ ఏం కాదు .
1905,m,కొడుకు పుట్టాడని మా నాయన సంబరపడిపోయాడు .
1906,f,పుట్టగానే ఆడపిల్లను చంపేసేవాళ్లు ఉన్నారు .
1907,,విజయవాడలో మరో ఆడ శిశువు హత్య NULL .
1908,,తిరుపతిలో మురుగు కాల్వలో దొరికిన ఆడపిల్ల శవం గుడి మెట్లమీద అనాధ ఆడ శిశువు చెత్త కుప్పల్లో పసి పాప
1909,f,కొంతమంది అధికార్లు అర్థం లేకుండా ఆలోచిస్తారు .
1910,f,ఆపరేషన్లుతప్ప వాళ్లకు ఆడవాళ్ల ఆరోగ్యం పట్టదు .
1911,f,ఇదిగో మీరంతా ఆరోగ్య కార్యకర్తల జీతాలు తింటున్నారు .
1912,any,ఆడవాళ్లకు ఆపరేషన్లు చేయించాలి .
1913,f,ఐతే ఈ కాన్పుతో మా అమ్మ చచ్చి బతికింది .
1914,any,కనీసం నెలకు 30కేసులు పట్టుకొనిరావాలి .
1915,,కనేటప్పుడూ వైద్యం అవసరం NULL .
1916,,ఎక్కువ జాగ్రత్తలూ అవసరం NULL .
1917,,వైద్యం అవసరమయ్యేది ?
1918,f,అంతటితో సుఖంగా కనేస్తుందా ?
1919,f,ఆపరేషను చేసి బిడ్డను తీశారు .
1920,any,తగినంత తీరిక ఉండాలి .
1921,any,చదువు ఉండాలి .
1922,any,గర్భవతి కావాలో ఆమె నిర్ణయించుకొనే వీలుండాలి .
1923,,అవసరం లేనపుడు కాకుండేందుకు మార్గం ఏదో ఆమెకు తెలిసిఉండాలి .
1924,,ఇవి అన్నీ ఉంటే గర్భవతి కావడం ఆమెకు ఓ పండుగ NULL .
1925,,దీనికితోడు అలాంటప్పుడు తగిన వైద్య సాయమూ లేకుంటే ఆమె ఏమవుతుంది NULL ?
1926,,ఐతే కడుపుతో ఉన్నవాళ్లకు ఇవి సోకితే ప్రమాదం NULL .
1927,,నేను అందరిలాంటి ఆడపిల్లనే NULL .
1928,,అందువల్ల కడుపుతో ఉన్నప్పుడు జాగ్రత్తలు అవసరం NULL .
1929,,లేనివాళ్లకు మరిన్ని జాగ్రత్తలు అవసరం NULL .
1930,f,అప్పుడే వాళ్లు సుఖంగా కంటారు .
1931,any,మంచి ఆహారం అందించాలి .
1932,any,ఐరన్ మాత్రలు ఇవ్వాలి .
1933,any,తీరిక ఉండాలి .
1934,any,ఆరోగ్యకార్యకర్త తరచుగా వచ్చి పరీక్షలు చేస్తుండాలి .
1935,f,ఏదోకొంత ఎక్కువ ఆహారం ఇస్తే సరిపోదు .
1936,n,ఐరన్ మాత్రలతో అంతాఅన్నీ కుదుటపడవు .
1937,f,రోగాల పుట్టగా మారింది .
1938,,ఆమె చదువుకోలేదు అనుకోండి .
1939,f,ఇలాంటప్పుడు కొంచెం మంచి ఆహారం ఇస్తే ఎలా సరిపోతుంది ?
1940,any,అసలు విషయం ఏమంటే మొదటినుంచి ఆడవాళ్లు ఆరోగ్యంగా పెరగాలి .
1941,f,మన ఆరోగ్యం బతుకుల్ని అద్దం పడుతుంది .
1942,,గర్భంతో ఉన్నప్పుడు ఆమెకు ఇద్దరి ఆహారం అవసరం NULL .
1943,any,ఆడవాళ్లకు మగవాళ్లతో సమానంగా పనిచేసే హక్కు ఉండాలి .
1944,m,మా నాయన సంబరపడిపోతున్నాడు .
1945,f,ఎలా అంటారా ?
1946,any,అందుకే ఆడవాళ్లు చదువుకోవాలి .
1947,any,సొంత కాళ్లమీద నిలబడ్డం తెలుసుకోవాలి .
1948,any,ఒక కొత్త ప్రపంచం ఎలా ఏర్పడుతుందో తెలుసుకోవాలి .
1949,,వాళ్ళది కమలాపురం NULL .
1950,f,వాళ్ళకు సొంత ఇల్లు ఉంది .
1951,,ఆ ఇంట్లో ఒక గది NULL .
1952,,ఎప్పుడూ తాళం వేసిఉంటుంది .
1953,f,మా అమ్మ అదేపదివేలు అనుకొనింది .
1954,n,తాళం చెవులు గంగులు మొలలోనే ఉంటాయి .
1955,m,రోజూ ఒకసారి గంగులు ఆ గదిలోకి పోతాడు .
1956,m,తలుపులు మూసుకుంటాడు .
1957,,గంటసేపు లోపలేలోపలే NULL .
1958,,తరవాత బయటకు వచ్చి తాళం వేసేవాడు .
1959,,నెలరోజులకు ఒకసారి గంగులు ఊరికిపోయేవాడు .
1960,,ఏదో సంచి తెచ్చేవాడు .
